strokeID, isCompGenerated, lineID, time, timeStamp, x, y, groupID
0, false, 0.7318946, 22506, 1443650258713, 254, 190, 0
0, false, 0.7318946, 22606, 1443650258713, 253, 191, 0
0, false, 0.7318946, 22608, 1443650258713, 235, 210, 0
0, false, 0.7318946, 22614, 1443650258713, 232, 213, 0
0, false, 0.7318946, 22629, 1443650258713, 230, 216, 0
0, false, 0.7318946, 22645, 1443650258713, 227, 218, 0
0, false, 0.7318946, 22645, 1443650258713, 224, 222, 0
0, false, 0.7318946, 22653, 1443650258713, 222, 224, 0
0, false, 0.7318946, 22663, 1443650258713, 219, 228, 0
0, false, 0.7318946, 22673, 1443650258713, 217, 230, 0
0, false, 0.7318946, 22683, 1443650258713, 213, 233, 0
0, false, 0.7318946, 22696, 1443650258713, 210, 236, 0
0, false, 0.7318946, 22705, 1443650258713, 208, 239, 0
0, false, 0.7318946, 22713, 1443650258713, 204, 242, 0
0, false, 0.7318946, 22723, 1443650258713, 201, 245, 0
0, false, 0.7318946, 22734, 1443650258713, 199, 248, 0
0, false, 0.7318946, 22743, 1443650258713, 195, 250, 0
0, false, 0.7318946, 22753, 1443650258713, 192, 253, 0
0, false, 0.7318946, 22764, 1443650258713, 190, 256, 0
0, false, 0.7318946, 22773, 1443650258713, 187, 258, 0
0, false, 0.7318946, 22782, 1443650258713, 185, 260, 0
0, false, 0.7318946, 22793, 1443650258713, 181, 263, 0
0, false, 0.7318946, 22803, 1443650258713, 177, 268, 0
0, false, 0.7318946, 22813, 1443650258713, 173, 272, 0
0, false, 0.7318946, 22826, 1443650258713, 169, 278, 0
0, false, 0.7318946, 22833, 1443650258713, 168, 280, 0
0, false, 0.7318946, 22842, 1443650258713, 165, 283, 0
0, false, 0.7318946, 22853, 1443650258713, 162, 287, 0
0, false, 0.7318946, 22863, 1443650258713, 160, 288, 0
0, false, 0.7318946, 22872, 1443650258713, 158, 291, 0
0, false, 0.7318946, 22882, 1443650258713, 155, 293, 0
0, false, 0.7318946, 22893, 1443650258713, 154, 296, 0
0, false, 0.7318946, 22902, 1443650258713, 151, 297, 0
0, false, 0.7318946, 22912, 1443650258713, 149, 300, 0
0, false, 0.7318946, 22922, 1443650258713, 146, 302, 0
0, false, 0.7318946, 22931, 1443650258713, 145, 305, 0
0, false, 0.7318946, 22942, 1443650258713, 142, 306, 0
0, false, 0.7318946, 22952, 1443650258713, 141, 308, 0
0, false, 0.7318946, 22962, 1443650258713, 140, 310, 0
0, false, 0.7318946, 22972, 1443650258713, 138, 311, 0
0, false, 0.7318946, 22981, 1443650258713, 137, 312, 0
0, false, 0.7318946, 22993, 1443650258713, 137, 314, 0
0, false, 0.7318946, 23001, 1443650258713, 134, 316, 0
0, false, 0.7318946, 23011, 1443650258713, 133, 316, 0
0, false, 0.7318946, 23021, 1443650258713, 131, 319, 0
0, false, 0.7318946, 23031, 1443650258713, 130, 320, 0
0, false, 0.7318946, 23041, 1443650258713, 128, 321, 0
0, false, 0.7318946, 23051, 1443650258713, 127, 322, 0
0, false, 0.7318946, 23061, 1443650258713, 125, 324, 0
0, false, 0.7318946, 23071, 1443650258713, 124, 324, 0
0, false, 0.7318946, 23081, 1443650258713, 123, 327, 0
0, false, 0.7318946, 23093, 1443650258713, 121, 328, 0
0, false, 0.7318946, 23101, 1443650258713, 120, 330, 0
0, false, 0.7318946, 23111, 1443650258713, 119, 331, 0
0, false, 0.7318946, 23121, 1443650258713, 117, 333, 0
0, false, 0.7318946, 23131, 1443650258713, 117, 334, 0
0, false, 0.7318946, 23141, 1443650258713, 115, 334, 0
0, false, 0.7318946, 23151, 1443650258713, 114, 336, 0
0, false, 0.7318946, 23161, 1443650258713, 114, 337, 0
0, false, 0.7318946, 23170, 1443650258713, 113, 337, 0
0, false, 0.7318946, 23180, 1443650258713, 112, 338, 0
0, false, 0.7318946, 23193, 1443650258713, 111, 338, 0
0, false, 0.7318946, 23201, 1443650258713, 111, 339, 0
0, false, 0.7318946, 23209, 1443650258713, 111, 340, 0
0, false, 0.7318946, 23240, 1443650258713, 110, 341, 0
0, false, 0.7318946, 23269, 1443650258713, 110, 342, 0
0, false, 0.7318946, 23409, 1443650258713, 110, 341, 0
0, false, 0.7318946, 23420, 1443650258713, 111, 340, 0
0, false, 0.7318946, 23430, 1443650258713, 111, 339, 0
0, false, 0.7318946, 23439, 1443650258713, 112, 338, 0
0, false, 0.7318946, 23450, 1443650258713, 114, 337, 0
0, false, 0.7318946, 23459, 1443650258713, 116, 334, 0
0, false, 0.7318946, 23469, 1443650258713, 118, 334, 0
0, false, 0.7318946, 23478, 1443650258713, 119, 332, 0
0, false, 0.7318946, 23489, 1443650258713, 120, 330, 0
0, false, 0.7318946, 23501, 1443650258713, 123, 328, 0
0, false, 0.7318946, 23509, 1443650258713, 125, 325, 0
0, false, 0.7318946, 23521, 1443650258713, 128, 322, 0
0, false, 0.7318946, 23531, 1443650258713, 129, 319, 0
0, false, 0.7318946, 23539, 1443650258713, 131, 317, 0
0, false, 0.7318946, 23551, 1443650258713, 133, 314, 0
0, false, 0.7318946, 23559, 1443650258713, 137, 312, 0
0, false, 0.7318946, 23568, 1443650258713, 138, 310, 0
0, false, 0.7318946, 23578, 1443650258713, 142, 306, 0
0, false, 0.7318946, 23588, 1443650258713, 145, 305, 0
0, false, 0.7318946, 23600, 1443650258713, 146, 303, 0
0, false, 0.7318946, 23608, 1443650258713, 150, 299, 0
0, false, 0.7318946, 23619, 1443650258713, 154, 296, 0
0, false, 0.7318946, 23630, 1443650258713, 156, 290, 0
0, false, 0.7318946, 23638, 1443650258713, 160, 285, 0
0, false, 0.7318946, 23650, 1443650258713, 162, 282, 0
0, false, 0.7318946, 23658, 1443650258713, 165, 279, 0
